SampleName	percent	reads	taxon_id	taxon_name
SNITE_S_Iso_SRR11815212	5.199899	1339667	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815212	65.24033	16808080	NA	unclassified
SNITE_S_Iso_SRR11815213	11.383432	2379049	1224	Proteobacteria
SNITE_S_Iso_SRR11815213	5.217792	1090478	4890	Ascomycota
SNITE_S_Iso_SRR11815213	2.43186	508240	201174	Actinobacteria
SNITE_S_Iso_SRR11815213	1.697623	354790	1239	Firmicutes
SNITE_S_Iso_SRR11815213	1.680761	351266	5204	Basidiomycota
SNITE_S_Iso_SRR11815213	0.148881	31115	10239	Viruses
SNITE_S_Iso_SRR11815213	13.021872	2721470	NA	cannot_be_assigned_to_a_non-viral_phylum
SNITE_S_Iso_SRR11815213	5.504616	1150422	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815213	58.913165	12312394	NA	unclassified
SNITE_S_Iso_SRR11815214	10.243523	2029932	1224	Proteobacteria
SNITE_S_Iso_SRR11815214	4.264986	845181	4890	Ascomycota
SNITE_S_Iso_SRR11815214	2.040078	404277	201174	Actinobacteria
SNITE_S_Iso_SRR11815214	1.74617	346034	5204	Basidiomycota
SNITE_S_Iso_SRR11815214	1.668504	330643	1239	Firmicutes
SNITE_S_Iso_SRR11815214	0.082829	16414	10239	Viruses
SNITE_S_Iso_SRR11815214	9.729946	1928158	NA	cannot_be_assigned_to_a_non-viral_phylum
SNITE_S_Iso_SRR11815214	5.350073	1060210	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815214	64.873892	12855889	NA	unclassified
SNITE_S_Iso_SRR11815215	10.863666	2744921	1224	Proteobacteria
SNITE_S_Iso_SRR11815215	4.272322	1079487	4890	Ascomycota
SNITE_S_Iso_SRR11815215	2.306171	582700	201174	Actinobacteria
SNITE_S_Iso_SRR11815215	1.988239	502368	1239	Firmicutes
SNITE_S_Iso_SRR11815215	1.828366	461973	5204	Basidiomycota
SNITE_S_Iso_SRR11815215	0.076032	19211	10239	Viruses
SNITE_S_Iso_SRR11815215	11.432229	2888580	NA	cannot_be_assigned_to_a_non-viral_phylum
SNITE_S_Iso_SRR11815215	5.58418	1410954	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815215	61.648792	15576793	NA	unclassified
SNITE_S_Iso_SRR11815216	10.864695	3119299	1224	Proteobacteria
SNITE_S_Iso_SRR11815216	4.754992	1365178	4890	Ascomycota
SNITE_S_Iso_SRR11815216	2.417586	694099	201174	Actinobacteria
SNITE_S_Iso_SRR11815216	1.806355	518612	5204	Basidiomycota
SNITE_S_Iso_SRR11815216	1.717209	493018	1239	Firmicutes
SNITE_S_Iso_SRR11815216	1.066627	306233	1913637	Mucoromycota
SNITE_S_Iso_SRR11815216	0.115293	33101	10239	Viruses
SNITE_S_Iso_SRR11815216	11.119693	3192510	NA	cannot_be_assigned_to_a_non-viral_phylum
SNITE_S_Iso_SRR11815216	4.98742	1431909	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815216	61.150128	17556457	NA	unclassified
SNITE_S_Iso_SRR11815217	10.546572	2166319	1224	Proteobacteria
SNITE_S_Iso_SRR11815217	3.609688	741448	4890	Ascomycota
SNITE_S_Iso_SRR11815217	2.242871	460697	1239	Firmicutes
SNITE_S_Iso_SRR11815217	2.137942	439144	201174	Actinobacteria
SNITE_S_Iso_SRR11815217	2.096623	430657	5204	Basidiomycota
SNITE_S_Iso_SRR11815217	0.081084	16655	10239	Viruses
SNITE_S_Iso_SRR11815217	9.720317	1996602	NA	cannot_be_assigned_to_a_non-viral_phylum
SNITE_S_Iso_SRR11815217	5.063318	1040031	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SNITE_S_Iso_SRR11815217	64.50159	13248951	NA	unclassified
SGREG-G-CCT-11-ALB_S14	6.842633	2436527	6029	Microsporidia
SGREG-G-CCT-11-ALB_S14	4.598406	1637402	976	Bacteroidetes
SGREG-G-CCT-11-ALB_S14	3.958551	1409562	1224	Proteobacteria
SGREG-G-CCT-11-ALB_S14	3.400708	1210925	4890	Ascomycota
SGREG-G-CCT-11-ALB_S14	1.738451	619028	1913637	Mucoromycota
SGREG-G-CCT-11-ALB_S14	1.041077	370707	5204	Basidiomycota
SGREG-G-CCT-11-ALB_S14	0.138053	49158	10239	Viruses
SGREG-G-CCT-11-ALB_S14	0.752985	268123	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-ALB_S14	2.026304	721527	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-ALB_S14	75.502831	26885073	NA	unclassified
SGREG-G-CCT-11-ALB-FULL_S17	8.027514	3741755	6029	Microsporidia
SGREG-G-CCT-11-ALB-FULL_S17	4.162159	1940050	1224	Proteobacteria
SGREG-G-CCT-11-ALB-FULL_S17	4.038074	1882212	976	Bacteroidetes
SGREG-G-CCT-11-ALB-FULL_S17	2.855558	1331022	4890	Ascomycota
SGREG-G-CCT-11-ALB-FULL_S17	1.996671	930681	1239	Firmicutes
SGREG-G-CCT-11-ALB-FULL_S17	1.683363	784643	1913637	Mucoromycota
SGREG-G-CCT-11-ALB-FULL_S17	1.585656	739100	5204	Basidiomycota
SGREG-G-CCT-11-ALB-FULL_S17	0.106111	49460	10239	Viruses
SGREG-G-CCT-11-ALB-FULL_S17	0.845519	394110	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-ALB-FULL_S17	1.127877	525722	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-ALB-FULL_S17	73.571491	34292868	NA	unclassified
SGREG-G-CCT-11-ANT_S13	5.713321	2367009	6029	Microsporidia
SGREG-G-CCT-11-ANT_S13	3.618114	1498972	976	Bacteroidetes
SGREG-G-CCT-11-ANT_S13	3.532349	1463440	1224	Proteobacteria
SGREG-G-CCT-11-ANT_S13	2.743692	1136702	4890	Ascomycota
SGREG-G-CCT-11-ANT_S13	1.311466	543336	1913637	Mucoromycota
SGREG-G-CCT-11-ANT_S13	0.114174	47302	10239	Viruses
SGREG-G-CCT-11-ANT_S13	0.737595	305583	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-ANT_S13	2.85978	1184797	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-ANT_S13	79.369509	32882512	NA	unclassified
SGREG-G-CCT-11-FAT_S11	8.179722	3373322	6029	Microsporidia
SGREG-G-CCT-11-FAT_S11	5.294954	2183642	1224	Proteobacteria
SGREG-G-CCT-11-FAT_S11	5.025461	2072503	976	Bacteroidetes
SGREG-G-CCT-11-FAT_S11	2.394604	987536	1239	Firmicutes
SGREG-G-CCT-11-FAT_S11	2.245065	925866	4890	Ascomycota
SGREG-G-CCT-11-FAT_S11	1.729719	713337	1913637	Mucoromycota
SGREG-G-CCT-11-FAT_S11	1.069477	441053	5204	Basidiomycota
SGREG-G-CCT-11-FAT_S11	0.046879	19333	10239	Viruses
SGREG-G-CCT-11-FAT_S11	0.995935	410724	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-FAT_S11	1.992311	821630	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-FAT_S11	71.025878	29291112	NA	unclassified
SGREG-G-CCT-11-FAT-FULL_S19	9.988368	12671312	1224	Proteobacteria
SGREG-G-CCT-11-FAT-FULL_S19	7.105766	9014423	6029	Microsporidia
SGREG-G-CCT-11-FAT-FULL_S19	6.082582	7716405	1239	Firmicutes
SGREG-G-CCT-11-FAT-FULL_S19	3.953984	5016051	976	Bacteroidetes
SGREG-G-CCT-11-FAT-FULL_S19	3.078745	3905717	5204	Basidiomycota
SGREG-G-CCT-11-FAT-FULL_S19	2.343537	2973027	4890	Ascomycota
SGREG-G-CCT-11-FAT-FULL_S19	1.622451	2058253	1913637	Mucoromycota
SGREG-G-CCT-11-FAT-FULL_S19	0.032075	40691	10239	Viruses
SGREG-G-CCT-11-FAT-FULL_S19	1.810023	2296207	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-FAT-FULL_S19	2.30561	2924912	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-FAT-FULL_S19	61.676854	78243682	NA	unclassified
SGREG-G-CCT-11-MHB_S15	5.182084	1711684	6029	Microsporidia
SGREG-G-CCT-11-MHB_S15	3.562063	1176578	1224	Proteobacteria
SGREG-G-CCT-11-MHB_S15	3.20407	1058330	976	Bacteroidetes
SGREG-G-CCT-11-MHB_S15	2.495586	824312	4890	Ascomycota
SGREG-G-CCT-11-MHB_S15	1.360173	449276	1913637	Mucoromycota
SGREG-G-CCT-11-MHB_S15	0.102244	33772	10239	Viruses
SGREG-G-CCT-11-MHB_S15	0.645325	213156	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-MHB_S15	2.972967	981995	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-MHB_S15	80.475491	26581703	NA	unclassified
SGREG-G-CCT-11-MOP_S12	6.407514	2674436	6029	Microsporidia
SGREG-G-CCT-11-MOP_S12	3.456345	1442646	1224	Proteobacteria
SGREG-G-CCT-11-MOP_S12	3.295064	1375329	976	Bacteroidetes
SGREG-G-CCT-11-MOP_S12	3.016742	1259160	4890	Ascomycota
SGREG-G-CCT-11-MOP_S12	1.439496	600832	1913637	Mucoromycota
SGREG-G-CCT-11-MOP_S12	0.125381	52333	10239	Viruses
SGREG-G-CCT-11-MOP_S12	0.685456	286103	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-MOP_S12	2.706323	1129594	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-MOP_S12	78.86768	32918632	NA	unclassified
SGREG-G-CCT-11-MTG_S10	5.975201	2384507	6029	Microsporidia
SGREG-G-CCT-11-MTG_S10	3.972767	1585401	1224	Proteobacteria
SGREG-G-CCT-11-MTG_S10	3.559628	1420531	976	Bacteroidetes
SGREG-G-CCT-11-MTG_S10	3.419887	1364765	4890	Ascomycota
SGREG-G-CCT-11-MTG_S10	0.109335	43632	10239	Viruses
SGREG-G-CCT-11-MTG_S10	0.75805	302513	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-MTG_S10	3.389236	1352533	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-MTG_S10	78.815901	31452843	NA	unclassified
SGREG-G-CCT-11-OLB_S16	7.003596	2546141	6029	Microsporidia
SGREG-G-CCT-11-OLB_S16	4.612661	1676922	976	Bacteroidetes
SGREG-G-CCT-11-OLB_S16	4.317167	1569496	1224	Proteobacteria
SGREG-G-CCT-11-OLB_S16	4.042992	1469820	4890	Ascomycota
SGREG-G-CCT-11-OLB_S16	1.822633	662614	1913637	Mucoromycota
SGREG-G-CCT-11-OLB_S16	1.101066	400290	5204	Basidiomycota
SGREG-G-CCT-11-OLB_S16	0.078056	28377	10239	Viruses
SGREG-G-CCT-11-OLB_S16	0.665044	241775	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-OLB_S16	1.991123	723868	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-OLB_S16	74.365658	27035461	NA	unclassified
SGREG-G-CCT-11-OLB-FULL_S18	7.731296	8227585	6029	Microsporidia
SGREG-G-CCT-11-OLB-FULL_S18	4.646642	4944921	976	Bacteroidetes
SGREG-G-CCT-11-OLB-FULL_S18	4.528335	4819019	1224	Proteobacteria
SGREG-G-CCT-11-OLB-FULL_S18	3.180285	3384435	4890	Ascomycota
SGREG-G-CCT-11-OLB-FULL_S18	1.177658	1253255	1913637	Mucoromycota
SGREG-G-CCT-11-OLB-FULL_S18	1.041991	1108879	5204	Basidiomycota
SGREG-G-CCT-11-OLB-FULL_S18	0.07683	81762	10239	Viruses
SGREG-G-CCT-11-OLB-FULL_S18	0.674549	717850	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-OLB-FULL_S18	1.914581	2037482	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-OLB-FULL_S18	75.027835	79844047	NA	unclassified
SGREG-G-CCT-11-WG_S9	9.591817	3454562	6029	Microsporidia
SGREG-G-CCT-11-WG_S9	5.182348	1866460	976	Bacteroidetes
SGREG-G-CCT-11-WG_S9	4.292434	1545951	1224	Proteobacteria
SGREG-G-CCT-11-WG_S9	3.62859	1306863	4890	Ascomycota
SGREG-G-CCT-11-WG_S9	1.879615	676957	1913637	Mucoromycota
SGREG-G-CCT-11-WG_S9	1.274366	458972	5204	Basidiomycota
SGREG-G-CCT-11-WG_S9	0.02726	9818	10239	Viruses
SGREG-G-CCT-11-WG_S9	0.722915	260363	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-G-CCT-11-WG_S9	2.985482	1075243	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-G-CCT-11-WG_S9	70.415163	25360529	NA	unclassified
SGREG-HATCH-S1-FULL_S20	6.097471	2705828	6029	Microsporidia
SGREG-HATCH-S1-FULL_S20	5.208777	2311459	1224	Proteobacteria
SGREG-HATCH-S1-FULL_S20	3.682915	1634339	976	Bacteroidetes
SGREG-HATCH-S1-FULL_S20	1.263352	560628	4890	Ascomycota
SGREG-HATCH-S1-FULL_S20	0.070817	31426	10239	Viruses
SGREG-HATCH-S1-FULL_S20	1.478753	656215	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-HATCH-S1-FULL_S20	4.072475	1807211	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-HATCH-S1-FULL_S20	78.125441	34669127	NA	unclassified
SGREG-S-ICT-9-ALB_S6	3.226377	1107619	1224	Proteobacteria
SGREG-S-ICT-9-ALB_S6	3.180534	1091881	6029	Microsporidia
SGREG-S-ICT-9-ALB_S6	1.788121	613864	976	Bacteroidetes
SGREG-S-ICT-9-ALB_S6	1.319966	453146	4890	Ascomycota
SGREG-S-ICT-9-ALB_S6	1.038627	356562	1239	Firmicutes
SGREG-S-ICT-9-ALB_S6	0.159632	54802	10239	Viruses
SGREG-S-ICT-9-ALB_S6	1.056035	362538	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-ALB_S6	3.111533	1068193	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-ALB_S6	85.119176	29221517	NA	unclassified
SGREG-S-ICT-9-ANT_S5	4.149378	3281208	6029	Microsporidia
SGREG-S-ICT-9-ANT_S5	2.919386	2308566	1224	Proteobacteria
SGREG-S-ICT-9-ANT_S5	2.51073	1985413	976	Bacteroidetes
SGREG-S-ICT-9-ANT_S5	1.768962	1398844	4890	Ascomycota
SGREG-S-ICT-9-ANT_S5	1.24031	980801	1239	Firmicutes
SGREG-S-ICT-9-ANT_S5	1.061418	839339	1913637	Mucoromycota
SGREG-S-ICT-9-ANT_S5	0.12535	99123	10239	Viruses
SGREG-S-ICT-9-ANT_S5	0.757542	599042	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-ANT_S5	1.855307	1467123	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-ANT_S5	83.611614	66117650	NA	unclassified
SGREG-S-ICT-9-FAT_S3	14.943276	5719049	1224	Proteobacteria
SGREG-S-ICT-9-FAT_S3	8.941127	3421923	1239	Firmicutes
SGREG-S-ICT-9-FAT_S3	6.683099	2557737	5204	Basidiomycota
SGREG-S-ICT-9-FAT_S3	4.105029	1571065	6029	Microsporidia
SGREG-S-ICT-9-FAT_S3	3.165262	1211400	976	Bacteroidetes
SGREG-S-ICT-9-FAT_S3	2.63412	1008123	201174	Actinobacteria
SGREG-S-ICT-9-FAT_S3	1.939816	742401	1913637	Mucoromycota
SGREG-S-ICT-9-FAT_S3	1.846873	706830	4890	Ascomycota
SGREG-S-ICT-9-FAT_S3	1.449459	554733	2763	Rhodophyta
SGREG-S-ICT-9-FAT_S3	0.03171	12136	10239	Viruses
SGREG-S-ICT-9-FAT_S3	4.376903	1675116	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-FAT_S3	2.427056	928876	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-FAT_S3	47.456273	18162332	NA	unclassified
SGREG-S-ICT-9-MHB_S7	2.637921	798137	1224	Proteobacteria
SGREG-S-ICT-9-MHB_S7	1.987434	601324	6029	Microsporidia
SGREG-S-ICT-9-MHB_S7	1.100614	333005	976	Bacteroidetes
SGREG-S-ICT-9-MHB_S7	0.102865	31123	10239	Viruses
SGREG-S-ICT-9-MHB_S7	0.772834	233831	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-MHB_S7	4.074352	1232748	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-MHB_S7	89.32398	27026126	NA	unclassified
SGREG-S-ICT-9-MOP_S4	7.940104	2860243	6029	Microsporidia
SGREG-S-ICT-9-MOP_S4	4.986753	1796365	976	Bacteroidetes
SGREG-S-ICT-9-MOP_S4	3.466697	1248799	1224	Proteobacteria
SGREG-S-ICT-9-MOP_S4	3.091944	1113803	4890	Ascomycota
SGREG-S-ICT-9-MOP_S4	1.925109	693477	1913637	Mucoromycota
SGREG-S-ICT-9-MOP_S4	0.090099	32456	10239	Viruses
SGREG-S-ICT-9-MOP_S4	0.659808	237681	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-MOP_S4	2.999375	1080457	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-MOP_S4	74.840105	26959454	NA	unclassified
SGREG-S-ICT-9-MTG_S2	3.429458	1031846	1224	Proteobacteria
SGREG-S-ICT-9-MTG_S2	3.33069	1002129	6029	Microsporidia
SGREG-S-ICT-9-MTG_S2	1.850246	556697	976	Bacteroidetes
SGREG-S-ICT-9-MTG_S2	1.383285	416199	1239	Firmicutes
SGREG-S-ICT-9-MTG_S2	1.326644	399157	4890	Ascomycota
SGREG-S-ICT-9-MTG_S2	0.131628	39604	10239	Viruses
SGREG-S-ICT-9-MTG_S2	1.243653	374187	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-MTG_S2	3.318718	998527	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-MTG_S2	83.985686	25269387	NA	unclassified
SGREG-S-ICT-9-OLB_S8	4.09942	2664430	1224	Proteobacteria
SGREG-S-ICT-9-OLB_S8	3.299299	2144389	6029	Microsporidia
SGREG-S-ICT-9-OLB_S8	2.115067	1374694	1239	Firmicutes
SGREG-S-ICT-9-OLB_S8	2.105352	1368380	976	Bacteroidetes
SGREG-S-ICT-9-OLB_S8	1.899267	1234434	4890	Ascomycota
SGREG-S-ICT-9-OLB_S8	0.074159	48200	10239	Viruses
SGREG-S-ICT-9-OLB_S8	1.134245	737206	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-OLB_S8	3.138618	2039954	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-OLB_S8	82.134575	53383607	NA	unclassified
SGREG-S-ICT-9-WG_S1	8.793471	4890266	6029	Microsporidia
SGREG-S-ICT-9-WG_S1	5.117474	2845953	976	Bacteroidetes
SGREG-S-ICT-9-WG_S1	5.012489	2787569	1224	Proteobacteria
SGREG-S-ICT-9-WG_S1	3.28442	1826547	1913637	Mucoromycota
SGREG-S-ICT-9-WG_S1	2.37051	1318299	4890	Ascomycota
SGREG-S-ICT-9-WG_S1	1.492723	830140	5204	Basidiomycota
SGREG-S-ICT-9-WG_S1	1.393402	774905	201174	Actinobacteria
SGREG-S-ICT-9-WG_S1	1.247941	694011	1239	Firmicutes
SGREG-S-ICT-9-WG_S1	0.02411	13408	10239	Viruses
SGREG-S-ICT-9-WG_S1	1.191512	662629	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG-S-ICT-9-WG_S1	2.816182	1566148	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG-S-ICT-9-WG_S1	67.255771	37402590	NA	unclassified
SCANC_G_Crd_SRR17648042	10.180583	3337180	1224	Proteobacteria
SCANC_G_Crd_SRR17648042	2.752773	902355	4890	Ascomycota
SCANC_G_Crd_SRR17648042	2.548568	835417	201174	Actinobacteria
SCANC_G_Crd_SRR17648042	2.506692	821690	1239	Firmicutes
SCANC_G_Crd_SRR17648042	1.634626	535828	5204	Basidiomycota
SCANC_G_Crd_SRR17648042	1.008351	330536	1913637	Mucoromycota
SCANC_G_Crd_SRR17648042	0.099171	32508	10239	Viruses
SCANC_G_Crd_SRR17648042	7.715084	2528993	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648042	4.845263	1588270	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648042	66.708887	21867074	NA	unclassified
SCANC_G_Crd_SRR17648043	9.954461	4046825	1224	Proteobacteria
SCANC_G_Crd_SRR17648043	2.939473	1194995	4890	Ascomycota
SCANC_G_Crd_SRR17648043	2.488681	1011733	201174	Actinobacteria
SCANC_G_Crd_SRR17648043	2.338416	950645	1239	Firmicutes
SCANC_G_Crd_SRR17648043	1.43331	582689	5204	Basidiomycota
SCANC_G_Crd_SRR17648043	0.096137	39083	10239	Viruses
SCANC_G_Crd_SRR17648043	7.614098	3095388	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648043	5.139548	2089400	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648043	67.995876	27642622	NA	unclassified
SCANC_G_Crd_SRR17648048	10.22576	2770204	1224	Proteobacteria
SCANC_G_Crd_SRR17648048	3.006359	814436	4890	Ascomycota
SCANC_G_Crd_SRR17648048	2.27994	617646	201174	Actinobacteria
SCANC_G_Crd_SRR17648048	1.758642	476424	1239	Firmicutes
SCANC_G_Crd_SRR17648048	1.542212	417792	5204	Basidiomycota
SCANC_G_Crd_SRR17648048	0.114291	30962	10239	Viruses
SCANC_G_Crd_SRR17648048	8.680912	2351698	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648048	5.910703	1601236	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648048	66.481179	18010050	NA	unclassified
SCANC_G_Crd_SRR17648049	11.344989	4320607	1224	Proteobacteria
SCANC_G_Crd_SRR17648049	3.455941	1316155	4890	Ascomycota
SCANC_G_Crd_SRR17648049	2.197126	836750	201174	Actinobacteria
SCANC_G_Crd_SRR17648049	1.90291	724701	1239	Firmicutes
SCANC_G_Crd_SRR17648049	1.771972	674835	5204	Basidiomycota
SCANC_G_Crd_SRR17648049	0.096884	36897	10239	Viruses
SCANC_G_Crd_SRR17648049	9.068107	3453483	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648049	5.588912	2128472	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648049	64.573157	24591936	NA	unclassified
SCANC_G_Crd_SRR17648056	9.784356	2407865	1224	Proteobacteria
SCANC_G_Crd_SRR17648056	2.826533	695591	4890	Ascomycota
SCANC_G_Crd_SRR17648056	2.494521	613885	201174	Actinobacteria
SCANC_G_Crd_SRR17648056	2.323452	571786	1239	Firmicutes
SCANC_G_Crd_SRR17648056	1.427178	351219	5204	Basidiomycota
SCANC_G_Crd_SRR17648056	0.098142	24152	10239	Viruses
SCANC_G_Crd_SRR17648056	7.504924	1846912	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648056	5.111378	1257876	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648056	68.429518	16840048	NA	unclassified
SCANC_G_Crd_SRR17648057	9.94633	3011562	1224	Proteobacteria
SCANC_G_Crd_SRR17648057	2.957241	895397	4890	Ascomycota
SCANC_G_Crd_SRR17648057	2.286393	692277	201174	Actinobacteria
SCANC_G_Crd_SRR17648057	2.154262	652270	1239	Firmicutes
SCANC_G_Crd_SRR17648057	1.490921	451423	5204	Basidiomycota
SCANC_G_Crd_SRR17648057	0.096165	29117	10239	Viruses
SCANC_G_Crd_SRR17648057	7.830105	2370809	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648057	5.024413	1521298	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648057	68.214166	20653970	NA	unclassified
SCANC_G_Crd_SRR17648058	9.730031	2431257	1224	Proteobacteria
SCANC_G_Crd_SRR17648058	2.680482	669776	1239	Firmicutes
SCANC_G_Crd_SRR17648058	2.656918	663888	4890	Ascomycota
SCANC_G_Crd_SRR17648058	2.580031	644676	201174	Actinobacteria
SCANC_G_Crd_SRR17648058	1.459338	364647	5204	Basidiomycota
SCANC_G_Crd_SRR17648058	0.109124	27267	10239	Viruses
SCANC_G_Crd_SRR17648058	7.356395	1838153	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648058	5.43664	1358461	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648058	67.991042	16989019	NA	unclassified
SCANC_G_Crd_SRR17648059	10.362153	2492611	1224	Proteobacteria
SCANC_G_Crd_SRR17648059	2.899183	697397	4890	Ascomycota
SCANC_G_Crd_SRR17648059	2.553025	614129	1239	Firmicutes
SCANC_G_Crd_SRR17648059	2.512888	604474	201174	Actinobacteria
SCANC_G_Crd_SRR17648059	1.527931	367543	5204	Basidiomycota
SCANC_G_Crd_SRR17648059	0.103667	24937	10239	Viruses
SCANC_G_Crd_SRR17648059	7.53047	1811451	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648059	4.854431	1167731	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648059	67.656249	16274678	NA	unclassified
SCANC_G_Crd_SRR17648060	10.044275	2851956	1224	Proteobacteria
SCANC_G_Crd_SRR17648060	2.760507	783814	4890	Ascomycota
SCANC_G_Crd_SRR17648060	2.553972	725171	1239	Firmicutes
SCANC_G_Crd_SRR17648060	2.473754	702394	201174	Actinobacteria
SCANC_G_Crd_SRR17648060	1.541609	437722	5204	Basidiomycota
SCANC_G_Crd_SRR17648060	0.101099	28706	10239	Viruses
SCANC_G_Crd_SRR17648060	7.928708	2251265	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648060	5.253688	1491724	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648060	67.342389	19121094	NA	unclassified
SCANC_G_Crd_SRR17648061	10.59173	2898402	1224	Proteobacteria
SCANC_G_Crd_SRR17648061	3.12234	854421	4890	Ascomycota
SCANC_G_Crd_SRR17648061	2.356753	644920	1239	Firmicutes
SCANC_G_Crd_SRR17648061	2.355741	644643	201174	Actinobacteria
SCANC_G_Crd_SRR17648061	1.689801	462410	5204	Basidiomycota
SCANC_G_Crd_SRR17648061	0.094373	25825	10239	Viruses
