SampleID	Run	BioProject	Species	BioSample	RearingCondition	Bytes	CenterName	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SampleName	SRAStudy	LibraryName	AvgSpotLen	Bases	geo_loc_name_country	geo_loc_name_country_continent	Collection_date	Sex	Dev_stage	Age	Tissue	RearingConditions	Isolate	strain	growth_condition	Inputtrim_reads	Avread_length	Unique_map	Unique_rate	Multipleloci_map	Multipleloci_rate	Toomany_map	Toomany_rate	Map_SUM	Mismatch_unmap	Short_unmap	Short_rate	Other_unmap	Other_rate
SPICE_G_Crd_SRR11815272	SRR11815272	PRJNA633949	Schistocerca_piceifrons	SAMN14978048	Crowded	2723807151	TEXAS_A&M_UNIVERSITY	SRX8366202	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C1_H	SRP262381	SPIC_C1_H_lib	300	7326675600	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SPIC_C1	NA	NA	23796606	294	11133543	46.8	7552709	31.7	3387990	14.2	92.8	0	530227	2.2	1192137	5.0
SPICE_S_Iso_SRR11815240	SRR11815240	PRJNA633949	Schistocerca_piceifrons	SAMN14978042	Isolated	2446672683	TEXAS_A&M_UNIVERSITY	SRX8366234	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I5_H	SRP262381	SPIC_I5_H_lib	300	5810017500	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SPIC_I5	NA	NA	18953569	289	14916797	78.7	2444522	12.9	762561	4.0	95.6	0	400100	2.1	429589	2.3
SPICE_S_Iso_SRR11815251	SRR11815251	PRJNA633949	Schistocerca_piceifrons	SAMN14978041	Isolated	2380347635	TEXAS_A&M_UNIVERSITY	SRX8366223	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I4_H	SRP262381	SPIC_I4_H_lib	300	5811138000	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SPIC_I4	NA	NA	19038150	290	14452959	75.9	2848954	15.0	880554	4.6	95.5	0	381790	2.0	473893	2.5
SPICE_S_Iso_SRR11815261	SRR11815261	PRJNA633949	Schistocerca_piceifrons	SAMN14978040	Isolated	3604812865	TEXAS_A&M_UNIVERSITY	SRX8366212	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I3_H	SRP262381	SPIC_I3_H_lib	300	9790599000	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SPIC_I3	NA	NA	31946557	294	24837115	77.7	4511244	14.1	1253180	3.9	95.8	0	812346	2.5	532672	1.7
SPICE_S_Iso_SRR11815273	SRR11815273	PRJNA633949	Schistocerca_piceifrons	SAMN14978039	Isolated	3587523977	TEXAS_A&M_UNIVERSITY	SRX8366201	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I2_H	SRP262381	SPIC_I2_H_lib	300	9128020800	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SPIC_I2	NA	NA	29708443	293	23005371	77.4	3783359	12.7	1038409	3.5	93.7	0	902488	3.0	978816	3.3
SPICE_S_Iso_SRR11815274	SRR11815274	PRJNA633949	Schistocerca_piceifrons	SAMN14978038	Isolated	2989920765	TEXAS_A&M_UNIVERSITY	SRX8366200	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I1_H	SRP262381	SPIC_I1_H_lib	300	8022677700	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SPIC_I1	NA	NA	26146352	294	20375163	77.9	3547337	13.6	1109828	4.2	95.7	0	573627	2.2	540397	2.1
SSCUB_G_Crd_SRR11815224	SRR11815224	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978092	Crowded	2690626127	TEXAS_A&M_UNIVERSITY	SRX8366250	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C5_H	SRP262381	SCUB_C5_H_lib	300	6405355500	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SCUB_C5	NA	NA	20886232	289	17990566	86.1	1596622	7.6	768288	3.7	97.5	0	423738	2.0	107018	0.5
SSCUB_G_Crd_SRR11815225	SRR11815225	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978091	Crowded	2908299309	TEXAS_A&M_UNIVERSITY	SRX8366249	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C4_H	SRP262381	SCUB_C4_H_lib	300	7117067400	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SCUB_C4	NA	NA	23344260	290	17793171	76.2	2833083	12.1	1685345	7.2	95.6	0	552527	2.4	480134	2.1
SSCUB_G_Crd_SRR11815226	SRR11815226	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978090	Crowded	4185276323	TEXAS_A&M_UNIVERSITY	SRX8366248	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C3_H	SRP262381	SCUB_C3_H_lib	300	11345658600	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SCUB_C3	NA	NA	37043080	294	30820333	83.2	3300814	8.9	1247269	3.4	95.5	0	916305	2.5	758359	2.0
SSCUB_G_Crd_SRR11815227	SRR11815227	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978089	Crowded	4461763825	TEXAS_A&M_UNIVERSITY	SRX8366247	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C2_H	SRP262381	SCUB_C2_H_lib	300	11307600600	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SCUB_C2	NA	NA	36768907	293	27461862	74.7	4565038	12.4	2433310	6.6	93.7	0	1070845	2.9	1237852	3.4
SSCUB_G_Crd_SRR11815228	SRR11815228	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978088	Crowded	3436596290	TEXAS_A&M_UNIVERSITY	SRX8366246	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_C1_H	SRP262381	SCUB_C1_H_lib	300	9209154000	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Crowded	SCUB_C1	NA	NA	30035665	294	21512292	71.6	4171140	13.9	2697922	9.0	94.5	0	751965	2.5	902346	3.0
SSCUB_S_Iso_SRR11815235	SRR11815235	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978082	Isolated	2193466395	TEXAS_A&M_UNIVERSITY	SRX8366239	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I5_H	SRP262381	SCUB_I5_H_lib	300	5238480600	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SCUB_I5	NA	NA	17086708	289	13310164	77.9	1745476	10.2	1226907	7.2	95.3	0	430577	2.5	373584	2.2
SSCUB_S_Iso_SRR11815236	SRR11815236	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978081	Isolated	2803118132	TEXAS_A&M_UNIVERSITY	SRX8366238	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I4_H	SRP262381	SCUB_I4_H_lib	300	6675244500	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SCUB_I4	NA	NA	21771596	289	19620450	90.1	1126280	5.2	400140	1.8	97.1	0	493147	2.3	131579	0.6
SSCUB_S_Iso_SRR11815237	SRR11815237	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978080	Isolated	4104575774	TEXAS_A&M_UNIVERSITY	SRX8366237	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I3_H	SRP262381	SCUB_I3_H_lib	300	11091921000	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SCUB_I3	NA	NA	36136715	294	30186347	83.5	2831305	7.8	1386803	3.8	95.2	0	1031084	2.9	701176	1.9
SSCUB_S_Iso_SRR11815238	SRR11815238	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978079	Isolated	4094075347	TEXAS_A&M_UNIVERSITY	SRX8366236	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I2_H	SRP262381	SCUB_I2_H_lib	300	10349405700	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SCUB_I2	NA	NA	33600321	293	26760210	79.6	3236511	9.6	1206302	3.6	92.9	0	1127651	3.4	1269647	3.8
SSCUB_S_Iso_SRR11815239	SRR11815239	PRJNA633949	Schistocerca_serialis_cubense	SAMN14978078	Isolated	3294895683	TEXAS_A&M_UNIVERSITY	SRX8366235	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SCUB_I1_H	SRP262381	SCUB_I1_H_lib	300	8818400100	NA	NA	2016	female	Last_nymphal_instar	NA	Head	Isolated	SCUB_I1	NA	NA	28749824	294	20360245	70.8	3684291	12.8	2604336	9.1	92.7	0	805378	2.8	1295574	4.5
GREG-G-CCT-11-MOP_S12	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Maxillary	Crowded	NA	NA	NA	41739065	284	15632820	37.5	2918060	7.0	3617942	8.7	53.1	0	12290423	29.4	7279820	17.4
GREG-S-ICT-9-MOP_S4	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Maxillary	Isolated	NA	NA	NA	36022735	287	11975538	33.2	2607684	7.2	3230572	9.0	49.5	0	9906815	27.5	8302126	23.0
GREG-G-CCT-11-MTG_S10	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Metathoracic_ganglia	Crowded	NA	NA	NA	39906725	281	14601963	36.6	2963155	7.4	3600802	9.0	53.0	0	11323493	28.4	7417312	18.6
GREG-S-ICT-9-MTG_S2	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Metathoracic_ganglia	Isolated	NA	NA	NA	30087733	283	18289218	60.8	1625517	5.4	1187030	3.9	70.1	0	7008602	23.3	1977366	6.6
SGREG_G_Crd_SRR15423962	SRR15423962	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	348573787	KULEUVEN	SRX11725492	454_GS_FLX+	SINGLE	Oligo-dT	TRANSCRIPTOMIC	LS454	2021-11-16T00:00:00Z	mastermix5_leuven	SRP332222	set5b	729	127923067	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR15423963	SRR15423963	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	30283706	KULEUVEN	SRX11725491	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2021-11-09T00:00:00Z	mastermix5_leuven	SRP332222	set5a2tn	202	49410614	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	237516	197	105733	44.5	7120	3.0	4074	1.7	49.2	0	98601	41.5	21988	9.3
SGREG_G_Crd_SRR15423964	SRR15423964	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	4093181628	KULEUVEN	SRX11725490	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2021-11-09T00:00:00Z	mastermix5_leuven	SRP332222	set5a2t	202	6462399958	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	30898566	196	10140972	32.8	1291973	4.2	921747	3.0	40.0	0	7567094	24.5	10976780	35.5
SGREG_G_Crd_SRR15423965	SRR15423965	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	52818111	KULEUVEN	SRX11725489	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2021-11-09T00:00:00Z	mastermix5_leuven	SRP332222	set5a2cn	202	88320258	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	429995	197	179715	41.8	8975	2.1	5350	1.2	45.1	0	216362	50.3	19593	4.6
SGREG_G_Crd_SRR15423966	SRR15423966	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	5368347010	KULEUVEN	SRX11725488	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2021-11-09T00:00:00Z	mastermix5_leuven	SRP332222	set5a2c	202	8691518438	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	41513182	191	14020430	33.8	1380722	3.3	1328355	3.2	40.3	0	23996522	57.8	787153	1.9
SGREG_G_Crd_SRR15423967	SRR15423967	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	26086031572	KULEUVEN	SRX11725487	Illumina_HiSeq_2000	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2021-11-09T00:00:00Z	mastermix5_leuven	SRP332222	set5a1	202	37732041166	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	174680964	191	50907491	29.1	28017214	16.0	19286702	11.0	56.2	0	47709922	27.3	28759635	16.5
SGREG_G_Crd_SRR16889344	SRR16889344	PRJNA752111	Schistocerca_gregaria	SAMN20569849	NA	655295405	KULEUVEN	SRX11725492	454_GS_FLX+	SINGLE	Oligo-dT	TRANSCRIPTOMIC	LS454	2021-11-16T00:00:00Z	mastermix5_leuven	SRP332222	set5b	776	250709716	Belgium	Europe	8/1/11	pooled_male_and_female	Mixed_L3_L4_L5_adult	Mixed_L3_L4_L5_adult	Mixed_tissues	NA	mixed_isolate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR17978909	SRR17978909	PRJNA805283	Schistocerca_gregaria	SAMN25851849	NA	633734939	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134735	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_M1	SRP359315	SGAP182_testes	2422	1085446898	Kenya	Africa	2020	male	NA	NA	Mixed_tissues	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR17978910	SRR17978910	PRJNA805283	Schistocerca_gregaria	SAMN25851849	NA	1164703850	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134734	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_M1	SRP359315	SGAP182_fat_body	2658	1933931089	Kenya	Africa	2020	male	NA	NA	Mixed_tissues	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR17978911	SRR17978911	PRJNA805283	Schistocerca_gregaria	SAMN25851849	NA	90444569	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134733	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_M1	SRP359315	SGAP182_midgut	1850	169281476	Kenya	Africa	2020	male	NA	NA	Mixed_tissues	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR17978912	SRR17978912	PRJNA805283	Schistocerca_gregaria	SAMN25851849	NA	1917404740	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134732	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_M1	SRP359315	SGAP181_brain	2739	3203355350	Kenya	Africa	2020	male	NA	NA	Mixed_tissues	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR17978913	SRR17978913	PRJNA805283	Schistocerca_gregaria	SAMN25851849	NA	1753309452	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134731	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_M1	SRP359315	SGAP181_mouth_parts	2600	2973031541	Kenya	Africa	2020	male	NA	NA	Mixed_tissues	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GREG-G-CCT-11-MHB_S15	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Mushroom_body	Crowded	NA	NA	NA	33030806	279	14486814	43.9	2182048	6.6	2466379	7.5	57.9	0	8962200	27.1	4933365	14.9
GREG-S-ICT-9-MHB_S7	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Mushroom_body	Isolated	NA	NA	NA	30256294	284	20813955	68.8	1346851	4.5	728359	2.4	75.7	0	6223197	20.6	1143932	3.8
GREG-G-CCT-11-OLB_S16	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Optical_lobes	Crowded	NA	NA	NA	36354764	280	12714970	35.0	2676465	7.4	3408533	9.4	51.7	0	10219454	28.1	7335342	20.2
GREG-G-CCT-11-OLB-FULL_S18	NA	NA	Schistocerca_gregaria	NA	Crowded	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Optical_lobes	Crowded	NA	NA	NA	106419235	272	40743176	38.3	8465344	8.0	10444381	9.8	56.1	0	31164758	29.3	15601576	14.7
GREG-S-ICT-9-OLB_S8	NA	NA	Schistocerca_gregaria	NA	Isolated	NA	TEXAS_A&M_UNIVERSITY	NA	NovaSeq_SP	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	NA	NA	NA	NA	NA	NA	NA	NA	2022	female	Last_nymphal_instar	Last_nymphal_instar	Optical_lobes	Isolated	NA	NA	NA	64995294	286	37163802	57.2	3959171	6.1	3516439	5.4	68.7	0	13496426	20.8	6859456	10.6
SGREG_G_Crd_SRR17978908	SRR17978908	PRJNA805283	Schistocerca_gregaria	SAMN25851850	NA	1406915551	UNITED_STATES_DEPARTMENT_OF_AGRICULTURE	SRX14134736	Sequel_II	SINGLE	cDNA	TRANSCRIPTOMIC	PACBIO_SMRT	2022-02-10T00:00:00Z	Sgre_F1	SRP359315	SGAP182_ovaries	3069	2225555989	Kenya	Africa	2020	female	NA	NA	Ovaries	NA	not_applicable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGREG_G_Crd_SRR8708071	SRR8708071	PRJNA524786	Schistocerca_gregaria	SAMN11039657	NA	1156700103	UNIVERSITY_OF_GOETTINGEN	SRX5503512	Illumina_Genome_Analyzer_IIx	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	8-9d_PLP	SRP188106	8-9d_PLP	152	1694980728	United_Kingdom	Europe	NA	NA	embryo	8-9_days	Pleuropodium	NA	NA	NA	NA	9540085	147	8356422	87.6	343491	3.6	156900	1.6	92.8	0	320979	3.4	362293	3.8
SGREG_G_Crd_SRR8708073	SRR8708073	PRJNA524786	Schistocerca_gregaria	SAMN11039659	NA	1604770019	UNIVERSITY_OF_GOETTINGEN	SRX5503510	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	10d_PLP	SRP188106	10d_PLP	49	2298160417	United_Kingdom	Europe	NA	NA	embryo	10_days	Pleuropodium	NA	NA	NA	NA	46287935	48	39538607	85.4	2154405	4.7	538413	1.2	91.2	0	471694	1.0	3584816	7.7
SGREG_G_Crd_SRR8708075	SRR8708075	PRJNA524786	Schistocerca_gregaria	SAMN11039653	NA	1568822121	UNIVERSITY_OF_GOETTINGEN	SRX5503508	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	7d_PLP	SRP188106	7d_PLP	49	2316483379	United_Kingdom	Europe	NA	NA	embryo	7_days	Pleuropodium	NA	NA	NA	NA	46864616	48	40866029	87.2	1945088	4.2	464550	1.0	92.3	0	425904	0.9	3163045	6.7
SGREG_G_Crd_SRR8708077	SRR8708077	PRJNA524786	Schistocerca_gregaria	SAMN11039655	NA	1612055034	UNIVERSITY_OF_GOETTINGEN	SRX5503506	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	8d_PLP	SRP188106	8d_PLP	49	2372599796	United_Kingdom	Europe	NA	NA	embryo	8_days	Pleuropodium	NA	NA	NA	NA	47962726	48	41973402	87.5	1953935	4.1	438910	0.9	92.5	0	463148	1.0	3133331	6.5
SGREG_G_Crd_SRR8708079	SRR8708079	PRJNA524786	Schistocerca_gregaria	SAMN11039661	NA	1678573120	UNIVERSITY_OF_GOETTINGEN	SRX5503504	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	11d_PLP	SRP188106	11d_PLP	49	2377290615	United_Kingdom	Europe	NA	NA	embryo	11_days	Pleuropodium	NA	NA	NA	NA	47729744	48	40922780	85.7	2171769	4.6	544662	1.1	91.4	0	514762	1.1	3575771	7.5
SGREG_G_Crd_SRR8708085	SRR8708085	PRJNA524786	Schistocerca_gregaria	SAMN11039647	NA	1462225581	UNIVERSITY_OF_GOETTINGEN	SRX5503498	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	4d_PLP	SRP188106	4d_PLP	49	2303203644	United_Kingdom	Europe	NA	NA	embryo	4_days	Pleuropodium	NA	NA	NA	NA	46701238	48	41086591	88.0	2270508	4.9	387626	0.8	93.7	0	411477	0.9	2545036	5.4
SGREG_G_Crd_SRR8708087	SRR8708087	PRJNA524786	Schistocerca_gregaria	SAMN11039649	NA	1532570781	UNIVERSITY_OF_GOETTINGEN	SRX5503496	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	5d_PLP	SRP188106	5d_PLP	49	2401127792	United_Kingdom	Europe	NA	NA	embryo	5_days	Pleuropodium	NA	NA	NA	NA	48668833	48	42676497	87.7	2268442	4.7	448816	0.9	93.3	0	395051	0.8	2880027	5.9
SGREG_G_Crd_SRR8708089	SRR8708089	PRJNA524786	Schistocerca_gregaria	SAMN11039651	NA	1637261970	UNIVERSITY_OF_GOETTINGEN	SRX5503494	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	6d_PLP	SRP188106	6d_PLP	49	2406446350	United_Kingdom	Europe	NA	NA	embryo	6_days	Pleuropodium	NA	NA	NA	NA	48663150	48	42924513	88.2	2101391	4.3	413464	0.8	93.4	0	399654	0.8	2824128	5.8
SGREG_G_Crd_SRR8708090	SRR8708090	PRJNA524786	Schistocerca_gregaria	SAMN11039663	NA	1595256465	UNIVERSITY_OF_GOETTINGEN	SRX5503493	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	12d_PLP	SRP188106	12d_PLP	49	2293267130	United_Kingdom	Europe	NA	NA	embryo	12_days	Pleuropodium	NA	NA	NA	NA	46199667	48	40007819	86.6	1882886	4.1	519651	1.1	91.8	0	520046	1.1	3269265	7.1
SGREG_G_Crd_SRR8708092	SRR8708092	PRJNA524786	Schistocerca_gregaria	SAMN11039665	NA	1712723638	UNIVERSITY_OF_GOETTINGEN	SRX5503491	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	13d_PLP	SRP188106	13d_PLP	49	2439035368	United_Kingdom	Europe	NA	NA	embryo	13_days	Pleuropodium	NA	NA	NA	NA	49046031	48	42610993	86.9	2147294	4.4	537259	1.1	92.4	0	571255	1.2	3179230	6.5
SGREG_G_Crd_SRR8708070	SRR8708070	PRJNA524786	Schistocerca_gregaria	SAMN11039656	NA	1980664203	UNIVERSITY_OF_GOETTINGEN	SRX5503513	Illumina_Genome_Analyzer_IIx	PAIRED	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	8-9d_LEG	SRP188106	8-9d_LEG	152	2957861480	United_Kingdom	Europe	NA	NA	embryo	8-9_days	T3_leg	NA	NA	NA	NA	17710131	147	15585122	88.0	647810	3.7	263408	1.5	93.1	0	603994	3.4	609797	3.4
